,Description,Incident#,Location,Agency,Date,location,New
165,VANDALISM,PD190913328711,5200 BLOCK NW 29TH AVE,Miami-Dade Police,9-13-2019 1:26 PM,"[-80.2112599, 25.8416855]",25.8354273
166,ASSAULT,PD190913328545,5300 BLOCK NW 24TH CT,Miami-Dade Police,9-13-2019 11:58 AM,"[-80.238277, 25.8221551]",25.8354273
167,ASSAULT,PD190915331054,3200 BLOCK NW 82ND ST,Miami-Dade Police,9-13-2019 9:00 AM,"[-80.1917902, 25.7616798]",25.8354273
168,THEFT/LARCENY,PD190913328480,4600 BLOCK NW 72ND AVE,Miami-Dade Police,9-13-2019 7:00 AM,"[-80.2461488, 25.8024271]",25.8354273
169,ASSAULT,PD190913328102,4700 BLOCK NW 24TH AVE,Miami-Dade Police,9-13-2019 2:31 AM,"[-80.2969988, 25.7830696]",25.8354273
170,ASSAULT,PD190913328138,3600 BLOCK NW S RIVER DR,Miami-Dade Police,9-13-2019 1:00 AM,"[-80.21354579999999, 25.8466575]",25.8354273
171,MOTOR VEHICLE THEFT,PD190913328321,2300 BLOCK NW 37TH AVE,Miami-Dade Police,9-13-2019 12:01 AM,"[-80.2437848, 25.8391946]",25.8354273
172,THEFT/LARCENY,PD190913328345,6600 BLOCK NW 7TH ST,Miami-Dade Police,9-12-2019 11:00 PM,"[-80.194672, 25.7780764]",25.8354273
173,MOTOR VEHICLE THEFT,PD190913328158,7200 BLOCK SW 14TH ST,Miami-Dade Police,9-12-2019 9:30 PM,"[-80.2876057, 25.7562728]",25.8354273
174,THEFT/LARCENY,PD190912327816,800 BLOCK NW 79TH ST,Miami-Dade Police,9-12-2019 7:42 PM,"[-80.2418102, 25.8460946]",25.8354273
175,BURGLARY,PD190913328474,2900 BLOCK NW 72ND AVE,Miami-Dade Police,9-12-2019 7:00 PM,"[-80.2427435, 25.8221066]",25.8354273
176,BURGLARY,PD190913328549,2900 BLOCK NW 72ND AVE,Miami-Dade Police,9-12-2019 7:00 PM,"[-80.21251579999999, 25.8467637]",25.8354273
177,ASSAULT,PD190914329596,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,9-12-2019 6:40 PM,"[-80.2427435, 25.8221066]",25.8354273
178,ASSAULT,PD190912327745,1800 BLOCK NW 44TH AVE,Miami-Dade Police,9-12-2019 6:37 PM,"[-80.23773969999999, 25.8232269]",25.8354273
179,BURGLARY,PD190913328551,2900 BLOCK NW 72ND AVE,Miami-Dade Police,9-12-2019 6:00 PM,"[-80.25004249999999, 25.8487234]",25.8354273
180,VEHICLE BREAK-IN/THEFT,PD190912327723,8200 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 5:23 PM,"[-80.3135059, 25.8152676]",25.8354273
181,VEHICLE BREAK-IN/THEFT,PD190912327663,3800 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 5:09 PM,"[-80.2364829, 25.8175843]",25.8354273
182,BURGLARY,PD190913328334,3300 BLOCK NW 48TH ST,Miami-Dade Police,9-12-2019 3:30 PM,"[-80.25438729999999, 25.8015784]",25.8354273
183,VEHICLE BREAK-IN/THEFT,PD190912327837,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 2:45 PM,"[-80.2564369, 25.7969273]",25.8354273
184,ASSAULT,PD190912327383,7100 BLOCK NW 14TH PL,Miami-Dade Police,9-12-2019 2:00 PM,"[-80.30464020000001, 25.7771503]",25.8354273
185,THEFT/LARCENY,PD190912327798,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 1:57 PM,"[-80.3119747, 25.7567967]",25.8354273
186,VANDALISM,PD190912327376,3800 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 1:45 PM,"[-80.2112051, 25.8467127]",25.8354273
187,ASSAULT,PD190912327099,00 BLOCK W FLAGLER ST,Miami-Dade Police,9-12-2019 10:05 AM,"[-80.3134625, 25.8004764]",25.8354273
188,THEFT/LARCENY,PD190912327038,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-12-2019 9:01 AM,"[-80.3134625, 25.8004764]",25.8354273
189,THEFT OF AUTOMOBILE,19006395,200 BLOCK CALABRIA AV,Coral Gables Police,9-12-2019 9:00 AM,"[-80.1917902, 25.7616798]",25.8354273
190,VANDALISM,PD190912327547,00 BLOCK W FLAGLER ST,Miami-Dade Police,9-12-2019 8:00 AM,"[-80.226233, 25.8155038]",25.8354273
191,BURGLARY,PD190914329616,8000 BLOCK NW MIAMI CT,Miami-Dade Police,9-12-2019 8:00 AM,"[-80.3134625, 25.8004764]",25.8354273
192,THEFT FROM MOTOR VEHICLE,19006393,1600 BLOCK LEJEUNE RD,Coral Gables Police,9-12-2019 6:36 AM,"[-80.2423487, 25.8494264]",25.8354273
193,THEFT/LARCENY,PD190915330861,1900 BLOCK NW 38TH ST,Miami-Dade Police,9-12-2019 6:15 AM,"[-80.2409315, 25.8116241]",25.8354273
194,VANDALISM,PD190912326909,900 BLOCK NW 81ST ST,Miami-Dade Police,9-12-2019 5:52 AM,"[-80.25090689999999, 25.8172827]",25.8354273
195,VEHICLE BREAK-IN/THEFT,PD190912326949,2700 BLOCK NW 62ND ST,Miami-Dade Police,9-12-2019 12:01 AM,"[-80.2425681, 25.8479395]",25.8354273
196,THEFT/LARCENY,PD190914329612,2200 BLOCK NW 72ND AVE,Miami-Dade Police,9-11-2019 11:00 PM,"[-80.22276509999999, 25.8392143]",25.8354273
197,VANDALISM,PD190911326657,7700 BLOCK NW 16TH AVE,Miami-Dade Police,9-11-2019 10:12 PM,"[-80.2425681, 25.8479395]",25.8354273
198,THEFT/LARCENY,PD190911326653,3200 BLOCK NW 79TH ST,Miami-Dade Police,9-11-2019 10:12 PM,"[-80.2409315, 25.8116241]",25.8354273
199,ASSAULT,PD190911326517,7700 BLOCK NW 15TH AVE,Miami-Dade Police,9-11-2019 7:45 PM,"[-80.2411169, 25.7728561]",25.8354273
200,VANDALISM,PD190911326470,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-11-2019 7:12 PM,"[-80.2425681, 25.8479395]",25.8354273
201,THEFT/LARCENY,PD190911326746,5100 BLOCK NW 23RD AVE,Miami-Dade Police,9-11-2019 7:00 PM,"[-80.25910189999999, 25.7628816]",25.8354273
202,ASSAULT,PD190911326441,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-11-2019 6:40 PM,"[-80.2411169, 25.7728561]",25.8354273
203,VANDALISM,PD190911326666,3500 BLOCK NW 79TH ST,Miami-Dade Police,9-11-2019 5:47 PM,"[-80.197941, 25.8485857]",25.8354273
204,VEHICLE BREAK-IN/THEFT,PD190913329112,700 BLOCK NW 72ND AVE,Miami-Dade Police,9-11-2019 5:00 PM,"[-80.2631893, 25.7569837]",25.8354273
205,THEFT/LARCENY,PD190911326506,7600 BLOCK NW 16TH AVE,Miami-Dade Police,9-11-2019 4:00 PM,"[-80.2280784, 25.8113104]",25.8354273
206,THEFT/LARCENY,PD190911326361,5100 BLOCK NW 36TH AVE,Miami-Dade Police,9-11-2019 3:33 PM,"[-80.2122618, 25.848811]",25.8354273
207,FRAUD,PD190911326116,5200 BLOCK NW 26TH AVE,Miami-Dade Police,9-11-2019 2:39 PM,"[-80.2410348, 25.8310866]",25.8354273
208,BURGLARY,PD190911326107,7400 BLOCK NW 23RD AVE,Miami-Dade Police,9-11-2019 2:31 PM,"[-80.14241, 25.956064]",25.8354273
209,FRAUD,PD190912327035,3200 BLOCK NW 32ND AVE,Miami-Dade Police,9-11-2019 2:00 PM,"[-80.3146951, 25.7941583]",25.8354273
210,MOTOR VEHICLE THEFT,PD190911325989,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-11-2019 11:29 AM,"[-80.2245535, 25.8444637]",25.8354273
211,ASSAULT,PD190911325919,NW 27TH AVE & NW 41ST ST,Miami-Dade Police,9-11-2019 11:15 AM,"[-80.2514956, 25.8431635]",25.8354273
212,BURGLARY,PD190912327371,700 BLOCK NW 85TH ST,Miami-Dade Police,9-11-2019 6:30 AM,"[-80.2237442, 25.8444281]",25.8354273
213,ASSAULT,PD190911325597,5200 BLOCK NW 29TH AVE,Miami-Dade Police,9-11-2019 4:50 AM,"[-80.2425681, 25.8479395]",25.8354273
214,THEFT/LARCENY,PD190911325578,4100 BLOCK NW 27TH AVE,Miami-Dade Police,9-11-2019 3:20 AM,"[-80.2348538, 25.8215037]",25.8354273
215,ROBBERY,PD190911325559,5300 BLOCK NW 26TH AVE,Miami-Dade Police,9-11-2019 2:00 AM,"[-80.2425681, 25.8479395]",25.8354273
216,ASSAULT,PD190911325495,JMH MAIN,Miami-Dade Police,9-11-2019 12:14 AM,"[-80.25358299999999, 25.843639]",25.8354273
217,FRAUD,PD190918334689,6300 BLOCK BLUE LAGOON DR,Miami-Dade Police,9-11-2019 12:00 AM,"[-80.2870509, 25.7958723]",25.8354273
218,ASSAULT,PD190910325428,8200 BLOCK NW 1ST PL,Miami-Dade Police,9-10-2019 10:47 PM,"[-80.31252740000001, 25.7765946]",25.8354273
219,WEAPONS,PD190910325358,NW 17TH AVE & NW 79TH ST,Miami-Dade Police,9-10-2019 9:32 PM,"[-80.22454259999999, 25.8438836]",25.8354273
220,VANDALISM,PD190910325156,7900 BLOCK NW 22ND AVE,Miami-Dade Police,9-10-2019 6:27 PM,"[-80.254874, 25.8206209]",25.8354273
221,DRUGS/ALCOHOL VIOLATIONS,PD190910325164,SW 44TH AVE & SW 8TH ST,Miami-Dade Police,9-10-2019 6:10 PM,"[-80.2400167, 25.8224041]",25.8354273
222,DRUGS/ALCOHOL VIOLATIONS,PD190910324984,NW 71ST ST & NW 17TH AVE,Miami-Dade Police,9-10-2019 4:10 PM,"[-80.2354835, 25.8420244]",25.8354273
223,FRAUD,PD190910324773,6700 BLOCK NW 33RD AVE,Miami-Dade Police,9-10-2019 1:35 PM,"[-80.2216389, 25.7735125]",25.8354273
224,THEFT/LARCENY,PD190910324789,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-10-2019 1:00 PM,"[-80.24710429999999, 25.7960702]",25.8354273
225,VEHICLE BREAK-IN/THEFT,PD190910325184,5300 BLOCK NW 72ND AVE,Miami-Dade Police,9-10-2019 11:40 AM,"[-80.2870509, 25.7958723]",25.8354273
226,THEFT/LARCENY,PD190910324595,3200 BLOCK NW 79TH ST,Miami-Dade Police,9-10-2019 11:03 AM,"[-80.2425681, 25.8479395]",25.8354273
227,MOTOR VEHICLE THEFT,PD190910324639,7200 BLOCK NW 44TH ST,Miami-Dade Police,9-10-2019 10:50 AM,"[-80.2403252, 25.8128039]",25.8354273
228,MOTOR VEHICLE THEFT,PD190910324599,7200 BLOCK NW 17TH AVE,Miami-Dade Police,9-10-2019 10:36 AM,"[-80.2094154, 25.8535079]",25.8354273
229,VEHICLE BREAK-IN/THEFT,PD190910324562,3500 BLOCK NW 54TH ST,Miami-Dade Police,9-10-2019 10:18 AM,"[-80.2427435, 25.8221066]",25.8354273
230,ROBBERY,PD190910324473,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-10-2019 9:07 AM,"[-80.2406792, 25.8132332]",25.8354273
231,THEFT/LARCENY,PD190910324524,JMH MAIN,Miami-Dade Police,9-10-2019 8:50 AM,"[-80.2397929, 25.8233321]",25.8354273
232,THEFT/LARCENY,PD190918334670,1800 BLOCK NW 65TH ST,Miami-Dade Police,9-10-2019 8:30 AM,"[-80.2127544, 25.7917353]",25.8354273
233,THEFT/LARCENY,PD190911325923,2900 BLOCK NW 52ND ST,Miami-Dade Police,9-10-2019 7:00 AM,"[-80.29734239999999, 25.7830739]",25.8354273
234,DRUGS/ALCOHOL VIOLATIONS,PD190910324249,7000 BLOCK NW 27TH AVE,Miami-Dade Police,9-10-2019 3:56 AM,"[-80.200533, 25.8494777]",25.8354273
235,VEHICLE BREAK-IN/THEFT,PD190910325044,1900 BLOCK NW 60TH ST,Miami-Dade Police,9-10-2019 2:00 AM,"[-80.22539259999999, 25.8466132]",25.8354273
236,VEHICLE BREAK-IN/THEFT,PD190910324312,3100 BLOCK NW 42ND ST,Miami-Dade Police,9-10-2019 1:00 AM,"[-80.2336459, 25.8463435]",25.8354273
237,BURGLARY,PD190910324608,5300 BLOCK NW 30TH AVE,Miami-Dade Police,9-10-2019 12:39 AM,"[-80.2670128, 25.7643305]",25.8354273
238,THEFT/LARCENY,PD190910324372,7100 BLOCK NW 36TH AVE,Miami-Dade Police,9-9-2019 10:00 PM,"[-80.22526189999999, 25.8391327]",25.8354273
239,THEFT/LARCENY,PD190909324042,3200 BLOCK NW 79TH ST,Miami-Dade Police,9-9-2019 9:40 PM,"[-80.2518651, 25.8349135]",25.8354273
240,ROBBERY,PD190909324004,NW 29TH CT & NW 24TH ST,Miami-Dade Police,9-9-2019 9:03 PM,"[-80.2425681, 25.8479395]",25.8354273
241,VEHICLE BREAK-IN/THEFT,PD190916332041,2900 BLOCK NW 79TH ST,Miami-Dade Police,9-9-2019 9:00 PM,"[-80.3142816, 25.8217434]",25.8354273
242,THEFT/LARCENY,PD190909323958,3900 BLOCK NW 25TH ST,Miami-Dade Police,9-9-2019 7:45 PM,"[-80.2514956, 25.8431635]",25.8354273
243,THEFT/LARCENY,PD190909323885,JMH MAIN,Miami-Dade Police,9-9-2019 7:14 PM,"[-80.2870509, 25.7958723]",25.8354273
244,VEHICLE BREAK-IN/THEFT,PD190910324691,1500 BLOCK NW 79TH ST,Miami-Dade Police,9-9-2019 6:30 PM,"[-80.2210898, 25.8155705]",25.8354273
245,MOTOR VEHICLE THEFT,PD190910324493,4500 BLOCK NW 36TH ST,Miami-Dade Police,9-9-2019 5:30 PM,"[-80.2252888, 25.8408016]",25.8354273
246,THEFT/LARCENY,PD190909323809,1100 BLOCK NW 79TH ST,Miami-Dade Police,9-9-2019 4:25 PM,"[-80.25323399999999, 25.8225729]",25.8354273
247,ASSAULT,PD190909323682,4600 BLOCK NW 23RD CT,Miami-Dade Police,9-9-2019 4:20 PM,"[-80.2425681, 25.8479395]",25.8354273
248,VEHICLE BREAK-IN/THEFT,PD190909323537,NW 23RD AVE & NW 81ST ST,Miami-Dade Police,9-9-2019 1:32 PM,"[-80.2127544, 25.7917353]",25.8354273
249,THEFT/LARCENY,PD190909323647,2900 BLOCK NW 44TH ST,Miami-Dade Police,9-9-2019 1:30 PM,"[-80.22706819999999, 25.8341187]",25.8354273
250,VEHICLE BREAK-IN/THEFT,PD190909323496,3800 BLOCK NW 27TH AVE,Miami-Dade Police,9-9-2019 1:29 PM,"[-80.2430007, 25.8218506]",25.8354273
251,ROBBERY,PD190909323303,1200 BLOCK NW 79TH ST,Miami-Dade Police,9-9-2019 11:06 AM,"[-80.241987, 25.838071]",25.8354273
252,ASSAULT,PD190909323336,7200 BLOCK W FLAGLER ST,Miami-Dade Police,9-9-2019 11:00 AM,"[-80.228868, 25.829769]",25.8354273
253,THEFT/LARCENY,PD190909323807,3500 BLOCK NW 25TH ST,Miami-Dade Police,9-9-2019 10:00 AM,"[-80.24654369999999, 25.8142183]",25.8354273
254,VEHICLE BREAK-IN/THEFT,PD190910325027,600 BLOCK FLORIDA WAY,Miami-Dade Police,9-9-2019 9:07 AM,"[-80.2446626, 25.8229469]",25.8354273
255,BURGLARY,PD190909323772,2500 BLOCK NW 61ST ST,Miami-Dade Police,9-9-2019 7:30 AM,"[-80.255616, 25.839042]",25.8354273
256,THEFT/LARCENY,PD190912327481,3600 BLOCK NW S RIVER DR,Miami-Dade Police,9-9-2019 5:55 AM,"[-80.2514956, 25.8431635]",25.8354273
257,VANDALISM,PD190909323833,500 BLOCK NW 85TH ST RD,Miami-Dade Police,9-9-2019 5:30 AM,"[-80.2429396, 25.7988371]",25.8354273
258,MOTOR VEHICLE THEFT,PD190909323464,2700 BLOCK NW 54TH ST,Miami-Dade Police,9-8-2019 11:20 PM,"[-80.24393599999999, 25.845322]",25.8354273
259,VEHICLE BREAK-IN/THEFT,PD190909323196,1300 BLOCK SW 74TH CT,Miami-Dade Police,9-8-2019 11:00 PM,"[-80.26088100000001, 25.7969552]",25.8354273
260,ROBBERY,PD190908322764,200 BLOCK NW 85TH ST,Miami-Dade Police,9-8-2019 9:58 PM,"[-80.2127544, 25.7917353]",25.8354273
261,THEFT/LARCENY,PD190909323037,1300 BLOCK NW 77TH TER,Miami-Dade Police,9-8-2019 9:00 PM,"[-80.22341829999999, 25.8463295]",25.8354273
262,ASSAULT,PD190908322663,3000 BLOCK NW 62ND ST,Miami-Dade Police,9-8-2019 8:13 PM,"[-80.2714201, 25.8069053]",25.8354273
263,VANDALISM,PD190908322818,900 BLOCK NW 81ST ST,Miami-Dade Police,9-8-2019 8:00 PM,"[-80.2143334, 25.8468869]",25.8354273
264,THEFT/LARCENY,PD190908322679,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-8-2019 7:57 PM,"[-80.2357471, 25.816993]",25.8354273
265,ASSAULT,PD190908322608,3800 BLOCK NW 21ST ST,Miami-Dade Police,9-8-2019 7:00 PM,"[-80.2356743, 25.8480343]",25.8354273
266,THEFT/LARCENY,PD190909323829,1900 BLOCK NW 79ST ST,Miami-Dade Police,9-8-2019 5:00 PM,"[-80.24262499999999, 25.815019]",25.8354273
267,DRUGS/ALCOHOL VIOLATIONS,PD190908322434,NW 17TH AVE & NW 69TH ST,Miami-Dade Police,9-8-2019 4:25 PM,"[-80.2409315, 25.8116241]",25.8354273
268,THEFT/LARCENY,PD190908322448,8200 BLOCK NW MIAMI CT,Miami-Dade Police,9-8-2019 3:00 PM,"[-80.2172986, 25.8467939]",25.8354273
269,THEFT/LARCENY,PD190909323559,7200 BLOCK NW 16TH AVE,Miami-Dade Police,9-8-2019 2:00 PM,"[-80.312358, 25.770116]",25.8354273
270,THEFT/LARCENY,PD190908322156,800 BLOCK NW 79TH ST,Miami-Dade Police,9-8-2019 10:30 AM,"[-80.2525414, 25.7990665]",25.8354273
271,THEFT/LARCENY,PD190918334737,7300 BLOCK NW 72ND AVE,Miami-Dade Police,9-8-2019 9:00 AM,"[-80.1748862, 25.7773447]",25.8354273
272,THEFT/LARCENY,PD190908322447,NW 27TH AVE & NW 28TH ST,Miami-Dade Police,9-8-2019 9:00 AM,"[-80.2390693, 25.8303418]",25.8354273
273,BURGLARY,PD190909323719,900 BLOCK NW 75TH ST,Miami-Dade Police,9-8-2019 9:00 AM,"[-80.2870509, 25.7958723]",25.8354273
274,THEFT/LARCENY,PD190908322049,NW 13TH AVE & NW 79TH ST,Miami-Dade Police,9-8-2019 7:38 AM,"[-80.25438729999999, 25.8015784]",25.8354273
275,ROBBERY,PD190908322023,3600 BLOCK NW S RIVER DR,Miami-Dade Police,9-8-2019 6:30 AM,"[-80.2055198, 25.8532498]",25.8354273
276,VEHICLE BREAK-IN/THEFT,PD190909323465,3100 BLOCK NW 54TH ST,Miami-Dade Police,9-8-2019 4:30 AM,"[-80.2870509, 25.7958723]",25.8354273
277,VANDALISM,PD190908321951,3100 BLOCK NW 77TH ST,Miami-Dade Police,9-8-2019 3:47 AM,"[-80.1917902, 25.7616798]",25.8354273
278,MOTOR VEHICLE THEFT,PD190908322048,200 BLOCK NW 83RD ST,Miami-Dade Police,9-8-2019 3:00 AM,"[-80.2411012, 25.8239039]",25.8354273
279,VANDALISM,PD190908321952,4300 BLOCK SW 16TH ST,Miami-Dade Police,9-8-2019 2:50 AM,"[-80.316806, 25.7580347]",25.8354273
280,ROBBERY - ARMED,1909080067735,1500 BLOCK NW 71ST ST,Miami Police,9-8-2019 2:44 AM,"[-80.2013173, 25.8527339]",25.8354273
281,THEFT - ALL OTHER,1909080067720,600 BLOCK NW 35TH ST,Miami Police,9-8-2019 1:41 AM,"[-80.21927749999999, 25.8448125]",25.8354273
282,THEFT - OF MOTOR VEHICLE PARTS,1909080067710,1700 BLOCK NW 48TH ST,Miami Police,9-8-2019 12:48 AM,"[-80.24543299999999, 25.830763]",25.8354273
283,AUTO THEFT,1909080067706,5100 BLOCK NE 3RD CT,Miami Police,9-8-2019 12:22 AM,"[-80.2122618, 25.848811]",25.8354273
284,ASSAULT,PD190908321794,3500 BLOCK NW 79TH ST,Miami-Dade Police,9-8-2019 12:00 AM,"[-80.2425681, 25.8479395]",25.8354273
285,ASSAULT,PD190908321791,NW 63RD ST & NW 18TH AVE,Miami-Dade Police,9-7-2019 11:40 PM,"[-80.2568363, 25.7949997]",25.8354273
286,THEFT/LARCENY,PD190908321904,7900 BLOCK NW 18TH AVE,Miami-Dade Police,9-7-2019 11:00 PM,"[-80.2296697, 25.8461093]",25.8354273
287,MOTOR VEHICLE THEFT,PD190909323334,6200 BLOCK BLUE LAGOON DR,Miami-Dade Police,9-7-2019 11:00 PM,"[-80.2251745, 25.8372121]",25.8354273
288,CRIMINAL MISCHIEF / VANDALISM,1909070067683,2200 BLOCK NW 21ST TER,Miami Police,9-7-2019 10:47 PM,"[-80.2870509, 25.7958723]",25.8354273
289,ASSAULT,PD190907321664,2400 BLOCK NW 50TH ST,Miami-Dade Police,9-7-2019 10:46 PM,"[-80.1979976, 25.8496423]",25.8354273
290,ASSAULT,PD190907321637,3500 BLOCK NW 41ST ST,Miami-Dade Police,9-7-2019 10:15 PM,"[-80.2245889, 25.8405169]",25.8354273
291,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067676,1900 BLOCK NW MIAMI CT,Miami Police,9-7-2019 10:07 PM,"[-80.2870509, 25.7958723]",25.8354273
292,MOTOR VEHICLE THEFT,PD190911326500,3300 BLOCK NW N RIVER DR,Miami-Dade Police,9-7-2019 10:00 PM,"[-80.2112051, 25.8467127]",25.8354273
293,DRUGS/ALCOHOL VIOLATIONS,PD190907321627,6800 BLOCK NW 18TH AVE,Miami-Dade Police,9-7-2019 10:00 PM,"[-80.31418459999999, 25.8400285]",25.8354273
294,BURGLARY,PD190907321660,4900 BLOCK NW 72ND AVE,Miami-Dade Police,9-7-2019 10:00 PM,"[-80.2400424, 25.8016667]",25.8354273
295,"BATTERY / AGG / DOMESTIC: VICTIM PREGNANT (MINOR, NO WEAPON OR NO INJURY - NO LOSS OF FETUS)",1909070067675,NW 10TH AV / NW 21ST ST,Miami Police,9-7-2019 9:56 PM,"[-80.2122404, 25.8431011]",25.8354273
296,STRONG ARM ROBBERY - NO FIREARM OR WEAPON,1909070067688,700 BLOCK SW 7TH ST,Miami Police,9-7-2019 9:45 PM,"[-80.2192781, 25.846731]",25.8354273
297,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067684,7100 BLOCK N MIAMI AV,Miami Police,9-7-2019 9:38 PM,"[-80.25438729999999, 25.8015784]",25.8354273
298,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909070067668,SW 7TH ST / SW 35TH AV,Miami Police,9-7-2019 9:15 PM,"[-80.14241, 25.956064]",25.8354273
299,ASSAULT,PD190907321623,3600 BLOCK NW 62ND ST,Miami-Dade Police,9-7-2019 9:10 PM,"[-80.2468665, 25.8237198]",25.8354273
300,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067662,NE 1ST ST / BISCAYNE BLVD,Miami Police,9-7-2019 8:24 PM,"[-80.2478383, 25.8443363]",25.8354273
301,BATTERY / DOMESTIC,1909070067649,3700 BLOCK NW 15TH AV,Miami Police,9-7-2019 8:18 PM,"[-80.2012946, 25.8510263]",25.8354273
302,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1909070067658,NW 22 AVE / NW 26 ST,Miami Police,9-7-2019 8:11 PM,"[-80.2548223, 25.7572713]",25.8354273
303,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1909070067658,NW 22 AVE / NW 26 ST,Miami Police,9-7-2019 8:11 PM,"[-80.2231934, 25.8391884]",25.8354273
304,PETIT THEFT,1909070067648,3400 BLOCK N MIAMI AV,Miami Police,9-7-2019 7:53 PM,"[-80.20541229999999, 25.8092137]",25.8354273
305,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067642,NW 33RD ST / N MIAMI AV,Miami Police,9-7-2019 7:36 PM,"[-80.2243767, 25.8192899]",25.8354273
306,THEFT - FROM MOTOR VEHICLE,1909070067638,500 BLOCK NE 82ND ST,Miami Police,9-7-2019 7:23 PM,"[-80.1889244, 25.8229382]",25.8354273
307,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909070067637,1500 BLOCK NW 1ST ST,Miami Police,9-7-2019 7:15 PM,"[-80.2870509, 25.7958723]",25.8354273
308,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909070067637,1500 BLOCK NW 1ST ST,Miami Police,9-7-2019 7:15 PM,"[-80.25358299999999, 25.843639]",25.8354273
309,ASSAULT,PD190907321451,6600 BLOCK NW 26TH AVE,Miami-Dade Police,9-7-2019 7:14 PM,"[-80.22699209999999, 25.8329115]",25.8354273
310,THEFT - ALL OTHER,1909070067635,700 BLOCK NE 64TH ST,Miami Police,9-7-2019 7:10 PM,"[-80.2274403, 25.8465627]",25.8354273
311,ASSAULT,PD190907321439,8300 BLOCK NW 27TH AVE,Miami-Dade Police,9-7-2019 6:57 PM,"[-80.2969988, 25.7830696]",25.8354273
312,CRIMINAL MISCHIEF / VANDALISM,1909070067630,BISCAYNE BLVD / NE 17TH TER,Miami Police,9-7-2019 6:26 PM,"[-80.2315496, 25.7963734]",25.8354273
313,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067629,6900 BLOCK BISCAYNE BLVD,Miami Police,9-7-2019 6:22 PM,"[-80.2365935, 25.8203392]",25.8354273
314,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909070067629,6900 BLOCK BISCAYNE BLVD,Miami Police,9-7-2019 6:22 PM,"[-80.25256069999999, 25.8124095]",25.8354273
315,THEFT - PICK POCKET,1909070067618,0 BLOCK NE 24TH ST,Miami Police,9-7-2019 6:04 PM,"[-80.195727, 25.7942111]",25.8354273
316,MOTOR VEHICLE THEFT,PD190910325270,NW 37TH AVE & NW 39TH ST,Miami-Dade Police,9-7-2019 6:00 PM,"[-80.2502317, 25.800745]",25.8354273
317,RETAIL THEFT OVER $300,1909070067621,1600 BLOCK NW 20TH ST,Miami Police,9-7-2019 5:45 PM,"[-80.227317, 25.8360246]",25.8354273
318,PETIT THEFT,1909070067611,4700 BLOCK SW 1ST ST,Miami Police,9-7-2019 5:03 PM,"[-80.3144482, 25.8183372]",25.8354273
319,THEFT/LARCENY,PD190910324430,2200 BLOCK NW 59TH ST,Miami-Dade Police,9-7-2019 5:00 PM,"[-80.2110873, 25.7960525]",25.8354273
320,ASSAULT,PD190907321290,2200 BLOCK NW 51ST ST,Miami-Dade Police,9-7-2019 4:39 PM,"[-80.2058072, 25.7670145]",25.8354273
321,THEFT - ALL OTHER,1909070067615,0 BLOCK NE 47TH ST,Miami Police,9-7-2019 4:35 PM,"[-80.19685609999999, 25.8404126]",25.8354273
322,BURGLARY,PD190907321307,3100 BLOCK NW 77TH ST,Miami-Dade Police,9-7-2019 4:18 PM,"[-80.2520974, 25.765686]",25.8354273
323,BURGLARY / CURTILAGE OF DWELLING - THEFT OF $300 OR GREATER,1909070067613,7700 BLOCK NW 7TH AVE,Miami Police,9-7-2019 4:12 PM,"[-80.2553197, 25.8305041]",25.8354273
324,MOTOR VEHICLE THEFT,PD190907321244,7500 BLOCK NW 37TH AVE,Miami-Dade Police,9-7-2019 3:49 PM,"[-80.1878156, 25.7752909]",25.8354273
325,THEFT - FROM MOTOR VEHICLE,1909070067597,200 BLOCK NE 73RD ST,Miami Police,9-7-2019 3:22 PM,"[-80.22189329999999, 25.810294]",25.8354273
326,CRIMINAL MISCHIEF / VANDALISM,1909070067595,600 BLOCK NW 56TH ST,Miami Police,9-7-2019 3:15 PM,"[-80.2316862, 25.8000878]",25.8354273
